vehicle_id,vehicle_type,mileage,avg_daily_km,engine_health,brakes_health,tyres_health,battery_health,coolant_temp_c,vibration_rms,brake_pad_mm,days_since_last_service,is_overdue,risk_score,failure_within_30d
FL-1617,Mini Truck,98332,160,66.3,60.6,60.1,71.4,91.9,1.97,8.1,27,1,54,1
FL-1618,Mini Truck,31432,242,79.9,67.4,92.3,70,88.4,1.43,8.7,12,0,20,0
FL-1619,Mini Truck,356017,269,21.3,49.6,37.2,86.8,108.1,3.54,6.7,130,1,79,1
FL-1620,Rigid Truck,525561,257,93.5,43.2,73.4,45.5,85.5,0.96,6.1,33,0,34,0
FL-1621,Heavy Truck,510373,440,81.3,73.8,71.5,79.2,88.2,1.27,9.2,15,0,28,0
FL-1622,Heavy Truck,526783,313,43.6,72,61.8,44.5,101.1,2.75,9.2,159,1,71,1
FL-1623,Rigid Truck,39323,244,87.8,74.8,74.9,89.2,84.9,1.25,9.6,118,1,39,0
FL-1624,Utility Pickup,352730,440,28,47.5,34.3,96.2,104.1,3.21,6.7,38,1,77,1
FL-1625,Mini Truck,421784,384,76.9,82.5,62.4,92.1,90.4,1.56,10.1,138,1,50,1
FL-1626,Rigid Truck,23749,182,74.4,84.9,81.6,68.4,91.6,1.73,10.6,98,1,42,0
FL-1627,Light Truck,445791,352,41,71.4,75.6,36.1,99.6,2.85,9.1,5,0,44,0
FL-1628,Mini Truck,191170,119,81.1,90.3,53.5,69.7,86.7,1.5,10.8,115,1,44,0
FL-1629,Utility Pickup,300829,114,75.1,70.6,88.3,79,88.7,1.54,8.8,71,0,24,0
FL-1630,Light Truck,130118,362,90.3,89.3,39.5,71.5,86,1.01,11,122,1,44,0
FL-1631,Heavy Truck,362665,252,42.8,36.2,52.5,31.2,101.3,2.81,5.5,67,0,56,1
FL-1632,Heavy Truck,384761,234,79.1,44.3,43.9,62.5,89.4,1.31,6.3,65,0,38,0
FL-1633,Mini Truck,248117,274,33.7,60.5,32.8,46.7,102.7,2.99,8,102,1,75,1
FL-1634,Mini Truck,342419,337,22.7,34.4,63.1,89.4,107.5,3.29,5.3,112,1,78,1
FL-1635,Heavy Truck,524899,338,54.1,87.8,55.6,92.9,95.3,2.28,10.8,171,1,57,1
FL-1636,Light Truck,310004,216,93,75.5,84,93.9,84.5,0.81,9.5,73,0,16,0
FL-1637,Mini Truck,419848,228,51.1,20.9,43.8,73.2,98.7,2.51,4.1,20,0,53,0
FL-1638,Rigid Truck,417306,440,77.1,97.3,31.9,84.5,89.3,1.36,11.8,87,0,26,0
FL-1639,Light Truck,466209,205,88.1,49.2,26.2,75.3,85.9,1.14,7,32,0,36,0
FL-1640,Utility Pickup,185184,299,76.1,52,49.2,60.3,89.1,1.63,7.3,153,1,58,0
FL-1641,Mini Truck,539975,367,49.3,77.2,82.9,83.8,97.5,2.36,9.8,3,0,35,0
FL-1642,Mini Truck,206764,391,21,56.1,34.9,76.7,107.9,3.43,7.3,37,0,51,0
FL-1643,Mini Truck,485115,198,41.1,55.2,50.4,71.4,99.6,2.82,7.2,26,0,50,0
FL-1644,Mini Truck,96197,219,26,20.2,55.2,71.2,105.5,3.29,3.8,55,0,54,0
FL-1645,Utility Pickup,265955,311,44.9,64,73.3,35.8,98.8,2.76,8.4,128,1,67,1
FL-1646,Rigid Truck,138481,200,81.3,24.7,35.7,32.2,88.5,1.45,4.2,169,1,67,1
FL-1647,Heavy Truck,538998,252,18.7,38.5,52.8,39.5,108.5,3.69,5.7,33,0,62,1
FL-1648,Heavy Truck,166381,90,35.5,57.9,48,62.4,103.6,3.06,7.9,35,1,68,1
FL-1649,Utility Pickup,300484,315,78.9,33.5,47.6,94.9,89.3,1.43,5.3,48,1,61,1
FL-1650,Utility Pickup,31462,411,72.3,63,76.7,92.9,90.5,1.73,8.2,77,0,21,0
FL-1651,Utility Pickup,498879,202,54.8,56.1,65.5,65.5,95.1,2.32,7.6,93,1,65,1
FL-1652,Utility Pickup,526591,187,22.8,52.3,89.6,41.2,106.4,3.33,7,98,1,79,1
FL-1653,Rigid Truck,524248,319,28.1,65.2,82,55.6,103.8,3.3,8.6,99,1,72,0
FL-1654,Mini Truck,338769,372,93.9,78,53.7,52.6,83.3,0.87,9.9,34,0,24,0
FL-1655,Light Truck,237099,341,64.7,95.3,72.4,31.3,93.3,1.94,11.7,52,0,29,0
FL-1656,Mini Truck,232410,189,26.7,34.6,75.1,42.7,105,3.4,5.3,167,1,77,1
FL-1657,Heavy Truck,479533,148,41.1,83.3,61.6,77.2,100.2,2.66,10.3,48,0,39,0
FL-1658,Light Truck,310208,98,75.1,88.8,40.5,66.7,90.1,1.58,10.8,115,1,51,1
FL-1659,Utility Pickup,171882,228,21.5,47.5,35.1,36.1,106.8,3.41,6.6,104,1,81,1
FL-1660,Light Truck,557439,84,75.9,67.4,60.2,32,90.6,1.61,8.8,37,0,39,0
FL-1661,Utility Pickup,49022,356,49.1,54.6,32.8,48.5,97,2.41,7.2,114,1,67,1
FL-1662,Mini Truck,75038,140,59.2,49.5,86.6,61.4,96.5,2.06,6.7,57,0,32,0
FL-1663,Heavy Truck,437534,245,97.2,37.8,78.5,79.2,82.5,0.66,5.6,110,1,53,0
FL-1664,Utility Pickup,217610,355,78.8,95.5,45.5,44.1,89.5,1.39,11.6,71,0,25,0
FL-1665,Heavy Truck,185451,133,96.9,59.6,53.6,51.4,82.6,0.88,7.9,107,1,51,0
FL-1666,Mini Truck,350814,106,81,62.2,60.2,35.2,88.2,1.4,8.1,29,0,33,0
FL-1667,Rigid Truck,194897,324,71.2,29.9,88.1,88.8,90.6,1.81,4.8,67,0,34,0
FL-1668,Utility Pickup,109796,451,94.3,74.1,79.9,55.9,84.5,0.91,9.2,166,1,40,0
FL-1669,Light Truck,366649,407,63.1,77.5,27.4,76.5,94.1,1.92,9.8,10,0,36,1
FL-1670,Utility Pickup,330413,226,43.5,90.6,32.2,72.8,101.3,2.66,11.1,23,0,40,0
FL-1671,Mini Truck,192340,125,90.7,43.2,35.3,78.7,85.3,0.94,6.2,40,0,33,0
FL-1672,Mini Truck,323787,177,89.7,30.7,49.1,68.6,86.2,1.17,5,6,0,36,0
FL-1673,Utility Pickup,139278,441,83,24.7,59.8,47.4,86.2,1.34,4.2,45,0,40,0
FL-1674,Rigid Truck,226678,159,27.6,40,41.2,85.2,104.6,3.1,5.9,19,0,54,0
FL-1675,Heavy Truck,529883,122,46,49.8,69.5,38.6,98.4,2.54,6.7,43,0,49,0
FL-1676,Rigid Truck,305938,424,62,39.6,71.2,31.1,94.1,2.11,5.9,108,1,67,1
FL-1677,Rigid Truck,349293,231,43.6,69.5,30.9,79,101.3,2.66,8.9,163,1,67,0
FL-1678,Utility Pickup,286179,182,80.1,47,32.6,48.6,87.8,1.43,6.6,142,1,63,1
FL-1679,Utility Pickup,46209,286,85.5,58.1,44.3,51.4,85.1,1.09,7.6,131,1,55,0
FL-1680,Light Truck,480387,111,89.9,62.8,42.3,75.7,86.5,1.19,8,107,1,54,1
FL-1681,Heavy Truck,137630,412,39.2,26.8,49.3,85.4,101.7,2.81,4.6,129,1,72,1
FL-1682,Heavy Truck,554171,130,33,31.1,49.3,33.1,102.2,3.12,4.9,110,1,86,1
FL-1683,Light Truck,80103,436,79.8,25.2,60.3,77.9,89,1.27,4.5,41,0,35,0
FL-1684,Light Truck,442661,458,23.9,57.4,29,84.6,106.9,3.26,7.6,151,1,80,1
FL-1685,Rigid Truck,173620,283,72.8,70,32.1,54.3,90.5,1.65,8.9,94,1,56,1
FL-1686,Rigid Truck,176185,293,65.8,28.9,76,82.3,92,1.98,4.9,52,0,38,0
FL-1687,Rigid Truck,281578,448,64.3,86.7,72.7,72.2,92.2,1.82,10.8,113,1,50,0
FL-1688,Mini Truck,457079,231,83,32.6,44.5,64.4,86.4,1.25,4.9,104,1,66,1
FL-1689,Rigid Truck,366452,197,65.2,41.5,42.1,32.5,92.7,2.01,5.9,115,1,72,1
FL-1690,Mini Truck,350624,238,91,32.7,49.3,68.9,84.5,0.89,5.2,170,1,61,1
FL-1691,Rigid Truck,385760,161,87.3,52.5,53.8,83.3,85.8,1.11,7.2,123,1,55,0
FL-1692,Light Truck,26411,431,21.9,78.4,60.6,86.7,107.1,3.54,9.9,102,1,60,1
FL-1693,Heavy Truck,43549,209,68.3,71,45.1,68,91.1,1.89,9,52,0,31,0
FL-1694,Rigid Truck,488175,349,56.1,53.1,70.6,68.2,96.2,2.18,7.3,144,1,66,0
FL-1695,Heavy Truck,254929,277,55.3,30.2,70.5,35.6,97.7,2.2,4.9,75,0,47,0
FL-1696,Rigid Truck,239842,315,48.9,73.7,48.4,37.9,99.1,2.51,9.3,146,1,64,0
FL-1697,Utility Pickup,183156,186,95,43.2,37.1,54,84.8,0.96,6,69,0,33,0
FL-1698,Rigid Truck,370844,83,62.1,39.9,38.5,68.5,95.6,2.06,5.9,118,1,70,1
FL-1699,Rigid Truck,348686,81,32.8,70.2,87,89.6,103.7,3.11,9,126,1,64,0
FL-1700,Mini Truck,410836,367,37.5,57.6,86.7,44.7,102,2.86,7.9,93,1,70,1
FL-1701,Heavy Truck,52391,168,79.9,76.9,90.4,74.8,89.6,1.38,9.5,52,0,18,0
FL-1702,Utility Pickup,47267,104,58.8,98.8,27.4,36.7,96.3,2.23,12,69,0,29,0
FL-1703,Light Truck,372645,312,70.1,36.1,87.1,41,92.4,1.89,5.4,20,1,63,0
FL-1704,Mini Truck,92817,336,79.7,61.6,88.8,60.2,88.3,1.51,7.9,60,0,23,0
FL-1705,Light Truck,75088,456,24,35.1,37.7,58,105.5,3.49,5.4,23,0,56,1
FL-1706,Heavy Truck,150601,92,39.2,98.4,40.3,74.3,102.6,2.69,11.7,74,0,32,0
FL-1707,Light Truck,394635,344,59.2,49.1,91,40,93.9,2.1,6.9,44,0,42,0
FL-1708,Mini Truck,56537,366,93.5,41.3,38.5,41.6,82.9,1.01,6,142,1,57,0
FL-1709,Utility Pickup,224334,96,71.3,95.6,63,85.2,90.2,1.85,11.5,26,0,22,0
FL-1710,Utility Pickup,55704,162,55.3,65.7,38,75.1,95.4,2.28,8.4,174,1,60,1
FL-1711,Heavy Truck,356477,307,47.4,21.9,81.5,92.4,98.9,2.61,3.9,162,1,69,1
FL-1712,Rigid Truck,442741,225,21.2,86.8,42,48.4,107.6,3.58,10.6,98,1,74,1
FL-1713,Mini Truck,457786,197,45.4,75.5,85.4,66.6,99.3,2.51,9.5,124,1,62,1
FL-1714,Mini Truck,26795,284,88.8,73.2,72.6,47.3,85.8,1.12,9.3,37,0,22,0
FL-1715,Rigid Truck,484274,96,44,51,29.9,51.4,99.9,2.75,7.1,77,0,52,0
FL-1716,Heavy Truck,31670,176,25,20.9,57.8,46.4,106.3,3.42,4,155,1,81,1
FL-1717,Rigid Truck,106920,275,61.7,51.5,67.6,85.2,95.2,1.98,7,37,0,32,0
FL-1718,Utility Pickup,276928,230,71.3,72.1,77.7,90.8,90.8,1.69,9.2,90,1,48,0
FL-1719,Rigid Truck,135203,193,33.9,67,70.9,90.5,103.6,2.92,8.8,90,0,38,0
FL-1720,Light Truck,171897,112,25.4,87.7,51.2,60.3,106.8,3.29,10.8,132,1,65,0
FL-1721,Utility Pickup,198965,392,56,39,44.7,79.8,97.4,2.22,5.7,6,1,67,1
FL-1722,Mini Truck,243315,286,48.5,83.7,51.9,87,98.6,2.4,10.4,96,1,56,0
FL-1723,Utility Pickup,65506,399,90.7,38.5,59.6,88.6,84,1.06,5.8,33,0,26,0
FL-1724,Utility Pickup,284639,179,85.3,97.4,92.1,54.1,85.7,1.1,11.6,36,0,15,0
FL-1725,Heavy Truck,310499,186,22,93.5,57.3,95.8,106.4,3.3,11.2,170,1,63,1
FL-1726,Rigid Truck,314941,418,30.5,27.5,68.2,70.2,103,3.24,4.8,84,0,54,0
FL-1727,Light Truck,131104,454,65.6,61.1,64.8,69.7,94.4,2,7.8,160,1,55,0
FL-1728,Utility Pickup,536666,397,19.6,63.2,65.9,74.5,107.9,3.56,8.4,62,0,53,0
FL-1729,Utility Pickup,197824,217,31.4,45.4,60.6,98.1,103.3,3.06,6.6,8,0,47,0
FL-1730,Mini Truck,263856,430,91.6,65.2,80.5,60,83.5,1.04,8.5,101,1,47,0
FL-1731,Mini Truck,105023,134,35.5,85.1,40.3,91.4,102.9,3.07,10.5,29,0,35,0
FL-1732,Heavy Truck,28942,425,90.5,87.9,60.6,67.5,84.2,0.97,10.9,65,0,14,0
FL-1733,Mini Truck,141801,255,48.9,28.4,69.2,70.2,99.8,2.5,4.9,35,0,45,0
FL-1734,Heavy Truck,69830,319,24.9,53.4,65.1,40.2,105.3,3.27,7.2,94,1,72,1
FL-1735,Light Truck,338531,380,50.5,65.8,74.8,36.4,96.5,2.28,8.6,136,1,63,1
FL-1736,Utility Pickup,91833,336,18.3,20.8,70.4,49.9,108.9,3.57,4.1,155,1,82,1
FL-1737,Light Truck,239432,165,38.5,98.8,84.9,71,102.2,2.94,12.1,126,1,52,0
FL-1738,Light Truck,22791,365,72.1,36.5,34.5,67,90.7,1.79,5.5,142,1,63,1
FL-1739,Heavy Truck,52749,126,25.5,23.6,39,66.7,104.8,3.18,4.2,9,0,58,0
FL-1740,Heavy Truck,260539,420,22.8,62.8,91.2,59,107.6,3.27,8.4,28,0,44,0
FL-1741,Mini Truck,507349,146,55.9,24.1,88,47.3,96,2.17,4.3,52,1,73,1
FL-1742,Mini Truck,51482,316,95.1,95,52.8,91.8,83.7,0.87,11.7,32,0,11,0
FL-1743,Heavy Truck,449946,356,79.7,82.5,58.3,79.3,88.4,1.28,10.1,74,0,26,0
FL-1744,Light Truck,386657,208,24.6,82.7,76,72.2,106.4,3.24,10.1,28,0,42,0
FL-1745,Utility Pickup,329845,239,43.1,91.8,60.7,83.7,98.9,2.78,11,59,0,32,0
FL-1746,Heavy Truck,113086,332,74,97.9,58.6,46,90.1,1.52,11.9,91,1,45,0
FL-1747,Light Truck,492959,396,31.5,30.4,85.4,77.3,103.9,3.23,4.9,105,1,75,1
FL-1748,Rigid Truck,178339,120,81.5,25.5,52.8,57.2,87.6,1.33,4.3,122,1,64,1
FL-1749,Utility Pickup,279296,386,54.3,45.2,74.7,91.1,95.3,2.19,6.3,168,1,62,0
FL-1750,Light Truck,246462,115,73.5,74.5,37.9,71.8,90.3,1.54,9.4,21,1,53,0
FL-1751,Light Truck,532832,437,67.7,59.2,66.4,90.6,93,1.75,7.8,57,0,34,0
FL-1752,Mini Truck,189042,123,41.5,64.8,38.8,79.3,101.2,2.77,8.4,88,1,65,0
FL-1753,Light Truck,273598,318,66.1,60.9,88.3,53.9,91.4,1.87,8,21,0,31,0
FL-1754,Mini Truck,325485,182,41.6,54.2,67.1,67.9,101.5,2.61,7.4,51,0,43,0
FL-1755,Light Truck,201469,342,28.6,30.4,58.8,75.2,104.9,3.27,4.9,21,0,51,0
FL-1756,Heavy Truck,527117,404,63.7,20.5,71.1,52.9,94.6,2.1,3.8,105,1,75,1
FL-1757,Mini Truck,334041,144,73.9,83.7,47.2,39,91.5,1.62,10.3,143,1,57,0
FL-1758,Rigid Truck,350343,268,33.8,87.1,42.6,82.3,104,3.12,10.9,106,1,63,1
FL-1759,Heavy Truck,276633,312,96.3,42.4,47.4,95.8,84.4,0.88,5.9,66,0,28,0
FL-1760,Utility Pickup,143057,286,74.7,67.7,48,91.2,90.9,1.71,8.5,20,0,27,0
FL-1761,Mini Truck,112410,319,87.7,32.9,30.8,80.4,86.5,1.22,5.1,140,1,57,1
FL-1762,Utility Pickup,177213,437,95.8,69.2,33.4,92,83.2,0.83,8.7,20,0,24,0
FL-1763,Heavy Truck,138867,110,83.2,76.1,86.5,41.2,87.7,1.24,9.7,173,1,46,0
FL-1764,Light Truck,121512,143,24.2,82.3,61.6,65.7,107.4,3.48,10.1,100,1,62,0
FL-1765,Heavy Truck,370799,178,30.8,34.5,90.3,73.7,104.9,2.99,5.4,168,1,74,0
FL-1766,Utility Pickup,344539,222,45.8,24,92.6,43.3,100.8,2.66,4.2,46,0,49,1
FL-1767,Light Truck,447263,168,69.4,26.8,25.6,34.8,91.1,1.88,4.4,31,0,53,1
FL-1768,Utility Pickup,557783,259,23.4,95.2,76.6,61,105.8,3.43,11.5,125,1,68,1
FL-1769,Mini Truck,21872,149,35.5,29.9,69.3,41,103.1,2.98,5,52,1,72,1
FL-1770,Light Truck,546280,372,43.3,60.9,52.4,63.3,101.4,2.74,7.9,122,1,73,1
FL-1771,Utility Pickup,99229,100,43.9,26.9,44.3,84.8,100.7,2.79,4.5,107,1,74,0
FL-1772,Mini Truck,333458,196,85.8,36.6,35.2,83,86.9,1.1,5.7,81,0,37,0
FL-1773,Rigid Truck,339635,400,80.5,45,68.6,77.2,88.5,1.39,6.2,68,0,34,0
FL-1774,Mini Truck,315143,299,95.6,34.7,83.8,36.5,83.5,0.84,5.4,148,1,56,0
FL-1775,Rigid Truck,297096,208,19,25.8,58.4,32.2,107.3,3.66,4.4,58,0,62,0
FL-1776,Heavy Truck,508901,378,55.3,81.9,63.9,59.1,96.8,2.29,10,31,0,35,0
FL-1777,Rigid Truck,244776,245,91,56.1,59.9,85,85,1.13,7.4,173,1,48,0
FL-1778,Rigid Truck,43800,264,27.6,26.3,57.5,51.9,105.7,3.22,4.4,77,0,55,1
FL-1779,Heavy Truck,52224,455,20.2,95.3,68.2,86.3,107.2,3.53,11.6,142,1,59,0
FL-1780,Utility Pickup,238151,98,36.4,98.3,82.2,57.9,100.9,2.88,11.8,75,0,31,0
FL-1781,Heavy Truck,404589,277,93.1,96.4,28.5,77.9,84.8,0.92,11.8,131,1,44,0
FL-1782,Mini Truck,449895,459,77.5,84.9,69.5,74.6,88.8,1.6,10.6,155,1,50,0
FL-1783,Mini Truck,296972,217,56.3,36.5,47.5,40.1,97,2.25,5.7,173,1,73,1
FL-1784,Rigid Truck,394288,115,29.5,65.4,50.6,33.6,105.6,3.26,8.4,62,0,51,0
FL-1785,Rigid Truck,528824,423,89.9,47.9,47.1,81.7,85.6,0.96,6.8,64,0,35,0
FL-1786,Utility Pickup,519575,435,51.8,57.2,40.9,95.8,97.9,2.32,7.6,19,0,43,1
FL-1787,Rigid Truck,109848,395,56.3,29.8,36.5,41.9,96.2,2.24,4.8,30,0,47,0
FL-1788,Rigid Truck,416851,157,54.8,25.5,67.4,84,95.2,2.33,4.5,62,0,47,1
FL-1789,Utility Pickup,35899,373,57.6,47.3,30.3,84.4,95.9,2.2,6.6,152,1,61,1
FL-1790,Utility Pickup,301726,235,26.1,54.5,54.1,91.6,104.7,3.31,7.5,22,1,72,1
FL-1791,Heavy Truck,46395,181,83.8,22.9,40,30.1,87.7,1.29,4.3,157,1,64,1
FL-1792,Heavy Truck,129331,100,43.3,43.5,61.5,44,100.9,2.81,6.1,119,1,72,1
FL-1793,Light Truck,554926,393,77.9,28.2,87.3,95.9,88.8,1.34,4.8,52,0,36,0
FL-1794,Utility Pickup,196285,361,33.3,45.1,42.5,47.6,102.2,3.04,6.3,89,1,75,1
FL-1795,Rigid Truck,532158,253,85,70.4,43.9,96.1,86.7,1.32,8.8,170,1,52,1
FL-1796,Heavy Truck,312189,292,95.8,28,49.5,71.6,83.3,0.87,4.8,50,0,36,0
FL-1797,Light Truck,68023,156,66.2,79.8,74.1,33.1,94.2,1.82,10.1,77,0,28,0
FL-1798,Heavy Truck,207665,239,65.2,67.4,45.1,59.8,92.9,2,8.5,143,1,58,1
FL-1799,Mini Truck,225954,331,68.2,52.3,94.6,75.4,92.1,1.67,7.2,155,1,55,0
FL-1800,Mini Truck,360282,247,93.3,80.5,33.8,41,84.9,0.91,10.1,42,0,29,0
FL-1801,Heavy Truck,454848,453,72.1,44.2,38.5,90.6,90.2,1.69,6.3,107,1,66,1
FL-1802,Heavy Truck,310874,213,69.3,90.5,26.7,66,92.4,1.68,11.1,35,0,31,0
FL-1803,Utility Pickup,119551,244,93.6,91.1,66.5,57.7,82.8,1.01,11,50,0,17,0
FL-1804,Heavy Truck,61161,424,76.1,77.3,49.9,41.3,89.9,1.41,9.7,13,0,29,0
FL-1805,Mini Truck,443389,344,92.9,33.8,46.2,73.4,85.3,1.04,5.1,157,1,61,0
FL-1806,Rigid Truck,364194,337,51.8,88,35.7,69.1,98.3,2.47,11,155,1,61,0
FL-1807,Mini Truck,275057,146,53.1,25.3,76.7,98.2,95.5,2.29,4.2,113,1,67,1
FL-1808,Rigid Truck,202358,177,67.1,55.5,44.6,81.3,93.4,1.73,7.4,31,0,37,0
FL-1809,Mini Truck,221505,104,52.4,23.8,48,37,97.5,2.38,4.3,85,0,54,0
FL-1810,Mini Truck,335158,92,88,63.3,32.6,40.5,85.3,1.04,8.1,155,1,58,0
FL-1811,Utility Pickup,166709,232,54,72.3,67.2,56.1,95.2,2.45,9.4,153,1,57,0
FL-1812,Utility Pickup,169458,285,56.1,69.2,85.5,51.9,94.8,2.14,8.7,14,0,31,0
FL-1813,Rigid Truck,458661,345,41.3,72.7,39.5,74.9,101.7,2.69,9,173,1,69,1
FL-1814,Rigid Truck,228858,161,92.7,32.8,47.3,98.7,84.4,0.93,5.2,9,1,56,1
FL-1815,Light Truck,268063,236,55.1,41.2,37.2,48.1,97.6,2.37,6.1,15,0,46,0
FL-1816,Mini Truck,539111,265,43.7,56.3,42.3,61.9,99.8,2.74,7.5,38,0,49,0
FL-1817,Light Truck,170011,325,38.7,64.8,58.9,91.4,103,2.83,8.3,113,1,60,0
FL-1818,Mini Truck,245253,435,70.8,92.1,78,83.9,90,1.64,11.3,68,1,42,1
FL-1819,Heavy Truck,326983,449,37.7,84.3,67.3,98,101.8,2.73,10.3,85,0,33,0
FL-1820,Rigid Truck,273647,247,67.8,50.8,83.7,53.6,92.4,1.86,6.9,162,1,60,1
FL-1821,Rigid Truck,453050,179,43.1,61.7,80,78.7,101.6,2.82,8.1,171,1,63,1
FL-1822,Utility Pickup,544058,393,76.2,61.7,43.7,31.1,89.4,1.43,8.1,103,1,67,1
FL-1823,Heavy Truck,55292,149,46.6,31.8,91.7,96.6,98.2,2.49,4.9,59,0,37,0
FL-1824,Light Truck,412457,134,20.8,47.5,45.6,95,108.2,3.34,6.7,36,0,54,0
FL-1825,Light Truck,451949,192,30.3,72.3,54.2,61.3,104,3.11,9.1,68,0,47,0
FL-1826,Rigid Truck,46681,293,62.1,37.9,85.3,58.4,93.5,2,5.6,153,1,59,1
FL-1827,Light Truck,195820,198,21,68.6,53.6,88.7,106.8,3.46,9,121,1,68,1
FL-1828,Light Truck,456258,320,82.8,60.5,70.7,71.9,87.4,1.39,8,143,1,54,1
FL-1829,Heavy Truck,484582,320,49.4,54.1,66.7,76.7,98.1,2.36,7.3,58,1,67,1
FL-1830,Heavy Truck,385913,127,78.8,72.7,29.9,70.8,88.6,1.4,9,17,0,33,0
FL-1831,Utility Pickup,293307,441,67.7,22,46.4,80.8,93.1,1.83,4,36,0,46,0
FL-1832,Rigid Truck,149422,118,23.2,45.5,38.8,72.7,106.8,3.45,6.5,148,1,76,1
FL-1833,Heavy Truck,406090,331,53.7,55.3,28.8,87.8,96.7,2.18,7.6,47,0,43,0
FL-1834,Rigid Truck,539972,237,24.1,72.4,31.3,56.3,105.7,3.36,9.3,69,1,79,1
FL-1835,Heavy Truck,363536,257,33.7,88.7,94.7,66.6,104.2,3.06,10.8,5,0,35,0
FL-1836,Heavy Truck,222844,207,76.2,29.2,87.2,54,88.5,1.53,4.8,88,0,35,0
FL-1837,Light Truck,464213,240,62.1,23.4,27.8,39.2,93.1,1.96,4.3,85,0,54,1
FL-1838,Light Truck,354255,174,74.5,71.3,66.7,83.9,90.7,1.62,8.9,145,1,51,0
FL-1839,Utility Pickup,511172,290,23.5,75.5,74.2,95.6,106.6,3.37,9.6,167,1,68,1
FL-1840,Light Truck,512864,352,36.7,38.6,45.4,78.8,103.5,2.81,5.7,86,0,56,1
FL-1841,Heavy Truck,30301,245,68.5,91.2,48.8,73.6,91.5,1.88,11.3,170,1,48,0
FL-1842,Light Truck,125181,357,46.9,59.9,51.2,33.9,98.9,2.63,7.9,61,1,66,1
FL-1843,Utility Pickup,128660,157,46.5,31.7,83.6,55.7,99.7,2.43,5.1,130,1,68,1
FL-1844,Utility Pickup,112261,252,71.3,47.6,79.5,32.4,92.3,1.85,6.7,29,0,36,0
FL-1845,Light Truck,437165,179,36.2,39.1,57.8,84.8,101.5,3.08,5.8,175,1,75,1
FL-1846,Heavy Truck,538878,357,41.9,64.1,37.3,73,100.2,2.65,8.4,142,1,71,1
FL-1847,Light Truck,304866,119,72.9,40.8,30.8,53.8,91.7,1.64,5.9,173,1,67,1
FL-1848,Utility Pickup,432678,311,18.9,56.3,63.9,84.8,109.4,3.46,7.6,161,1,76,1
FL-1849,Rigid Truck,173975,357,46.6,59.3,95.2,56.8,98.1,2.49,7.8,149,1,58,1
FL-1850,Utility Pickup,401282,190,96.4,29.6,42.6,45.7,84.5,0.78,4.8,27,0,41,0
FL-1851,Rigid Truck,498042,156,97,57.9,43.5,69.3,82.9,0.87,7.6,108,1,57,1
FL-1852,Light Truck,458407,108,58.1,97.5,27.9,72.4,95,2.03,11.7,122,1,59,1
FL-1853,Rigid Truck,469142,274,51.4,51.2,93.8,81.7,96.6,2.26,7,64,0,37,0
FL-1854,Heavy Truck,239008,189,45,66.6,83.5,75.2,98.6,2.68,8.7,87,1,59,0
FL-1855,Mini Truck,259063,230,33.6,89.1,44.6,71.6,103.3,3.1,10.8,22,0,39,0
FL-1856,Rigid Truck,137373,179,41,25.7,91.7,57.3,101.3,2.86,4.2,116,1,69,0
FL-1857,Utility Pickup,343336,200,62.9,24.9,89,60.5,94.4,2.06,4.5,29,0,43,1
FL-1858,Rigid Truck,478902,99,46.9,93.8,48.2,82.4,98.5,2.63,11.4,75,0,35,1
FL-1859,Mini Truck,538023,117,31.9,40.1,71.8,45.4,102.3,2.97,5.9,145,1,80,0
FL-1860,Mini Truck,232876,375,60.5,31.7,73.6,41.5,96.1,2.23,5.1,128,1,66,1
FL-1861,Heavy Truck,340116,392,58.1,47.7,73.5,77.8,94.1,2.31,6.6,144,1,65,0
FL-1862,Heavy Truck,510957,273,90.5,90.5,36.4,82.6,84.2,0.94,11,82,0,24,0
FL-1863,Utility Pickup,497775,310,41.9,71.5,31.6,30.9,100.2,2.66,8.9,61,0,52,0
FL-1864,Utility Pickup,366175,348,79,64.2,65.7,52.3,90,1.35,8.3,112,1,55,0
FL-1865,Heavy Truck,44642,127,65.3,65.9,58.4,77.5,92.8,1.89,8.4,162,1,52,0
FL-1866,Rigid Truck,162841,167,84.3,92.1,44.9,69.4,87,1.18,11.3,37,0,20,0
FL-1867,Rigid Truck,417378,307,50.1,28.4,26,61.4,97.7,2.4,4.6,90,0,56,1
FL-1868,Heavy Truck,545759,315,64,69.1,53,97.5,92.9,2.08,8.7,47,0,34,0
FL-1869,Light Truck,83019,114,70.3,45.3,53.9,76.9,91.8,1.67,6.2,107,1,58,0
FL-1870,Rigid Truck,509015,192,67,53.6,84.7,37,91.1,1.94,7.2,138,1,62,1
FL-1871,Heavy Truck,346190,292,64.2,94.1,78.4,68.1,94.8,2.07,11.5,101,1,48,0
FL-1872,Rigid Truck,325544,405,25.2,43.8,32.3,70.8,107.2,3.28,6.2,135,1,79,1
FL-1873,Utility Pickup,53636,354,81.4,72.5,44.5,91.9,88,1.47,9.4,98,1,47,1
FL-1874,Heavy Truck,89558,435,89.7,21.7,29.4,80.2,85.7,1.09,3.9,52,0,38,0
FL-1875,Heavy Truck,219644,104,91,56.5,27.5,50.6,84.5,0.94,7.6,22,0,35,0
FL-1876,Light Truck,151631,441,59.7,28.2,46.2,57.9,95.2,2,4.6,157,1,71,1
